cdn1_allcolo.ns1724 S3FIFO-0.6000-0.9000 cache size        5, 5963391 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns1724 S3FIFO-0.9500-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.9900-1.9000 cache size        5, 5963391 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns1724 S3FIFO-0.9900-1.9000 cache size       19, 5963391 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1724 S3FIFO-0.9900-1.9000 cache size       59, 5963391 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1724 S3FIFO-0.9900-1.9000 cache size      197, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.9900-1.9000 cache size      394, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.9900-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.9900-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0050-1.9000 cache size        5, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-1.9000 cache size       19, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-1.9000 cache size       59, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-1.9000 cache size      197, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0050-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0050-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-1.9000 cache size        5, 5963391 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns1724 S3FIFO-0.3000-1.9000 cache size       19, 5963391 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1724 S3FIFO-0.3000-1.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.3000-1.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6500-0.9000 cache size        5, 5963391 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns1724 S3FIFO-0.6500-0.9000 cache size       19, 5963391 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1724 S3FIFO-0.6500-0.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.6500-0.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6500-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6500-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6500-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-0.9000 cache size        5, 5963391 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns1724 S3FIFO-0.3500-0.9000 cache size       19, 5963391 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1724 S3FIFO-0.3500-0.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.3500-0.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0100-1.9000 cache size        5, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0100-1.9000 cache size       19, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0100-1.9000 cache size       59, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0100-1.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0100-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0100-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0100-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.9500-0.9000 cache size        5, 5963391 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns1724 S3FIFO-0.9500-0.9000 cache size       19, 5963391 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1724 S3FIFO-0.9500-0.9000 cache size       59, 5963391 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1724 S3FIFO-0.9500-0.9000 cache size      197, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.9500-0.9000 cache size      394, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.9500-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.9500-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5000-1.9000 cache size        5, 5963391 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns1724 S3FIFO-0.5000-1.9000 cache size       19, 5963391 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns1724 S3FIFO-0.5000-1.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.5000-1.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5000-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5000-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5000-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0500-0.9000 cache size        5, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0500-0.9000 cache size       19, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0500-0.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.0500-0.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0500-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0500-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0500-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.8500-0.9000 cache size        5, 5963391 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns1724 S3FIFO-0.8500-0.9000 cache size       19, 5963391 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns1724 S3FIFO-0.8500-0.9000 cache size       59, 5963391 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1724 S3FIFO-0.8500-0.9000 cache size      197, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.8500-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.8500-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.8500-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0050-0.9000 cache size        5, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-0.9000 cache size       19, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-0.9000 cache size       59, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-0.9000 cache size      197, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0050-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0050-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0050-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-1.9000 cache size        5, 5963391 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns1724 S3FIFO-0.3500-1.9000 cache size       19, 5963391 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1724 S3FIFO-0.3500-1.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.3500-1.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3500-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.4000-0.9000 cache size        5, 5963391 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_allcolo.ns1724 S3FIFO-0.4000-0.9000 cache size       19, 5963391 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1724 S3FIFO-0.4000-0.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.4000-0.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.4000-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.4000-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.4000-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-0.9000 cache size        5, 5963391 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns1724 S3FIFO-0.3000-0.9000 cache size       19, 5963391 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1724 S3FIFO-0.3000-0.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.3000-0.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.3000-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1000-1.9000 cache size        5, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.1000-1.9000 cache size       19, 5963391 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1724 S3FIFO-0.1000-1.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.1000-1.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1000-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1000-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1000-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6000-1.9000 cache size        5, 5963391 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns1724 S3FIFO-0.6000-1.9000 cache size       19, 5963391 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns1724 S3FIFO-0.6000-1.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.6000-1.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6000-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6000-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.6000-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1500-0.9000 cache size        5, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.1500-0.9000 cache size       19, 5963391 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1724 S3FIFO-0.1500-0.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.1500-0.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1500-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1500-0.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.1500-0.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5500-1.9000 cache size        5, 5963391 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns1724 S3FIFO-0.5500-1.9000 cache size       19, 5963391 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns1724 S3FIFO-0.5500-1.9000 cache size       59, 5963391 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1724 S3FIFO-0.5500-1.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5500-1.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5500-1.9000 cache size      789, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.5500-1.9000 cache size     1579, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0100-0.9000 cache size        5, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0100-0.9000 cache size       19, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0100-0.9000 cache size       59, 5963391 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1724 S3FIFO-0.0100-0.9000 cache size      197, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1724 S3FIFO-0.0100-0.9000 cache size      394, 5963391 req, miss ratio 0.0003, byte miss ratio 0.0003
