cdn1_colo28.ns468 S3FIFO-0.9900-0.9000 cache size       11, 6563653 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns468 S3FIFO-0.8000-1.9000 cache size       78, 6563653 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns468 S3FIFO-0.8000-1.9000 cache size      156, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.8000-1.9000 cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.2500-1.9000 cache size       11, 6563653 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns468 S3FIFO-0.2500-1.9000 cache size       39, 6563653 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns468 S3FIFO-0.2500-1.9000 cache size       78, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.2500-1.9000 cache size      156, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.2500-1.9000 cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.9500-1.9000 cache size       11, 6563653 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns468 S3FIFO-0.9500-1.9000 cache size       39, 6563653 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns468 S3FIFO-0.9500-1.9000 cache size       78, 6563653 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns468 S3FIFO-0.9500-1.9000 cache size      156, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.9500-1.9000 cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.0100-1.9000 cache size       11, 6563653 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns468 S3FIFO-0.0100-1.9000 cache size       39, 6563653 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns468 S3FIFO-0.0100-1.9000 cache size       78, 6563653 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns468 S3FIFO-0.0100-1.9000 cache size      156, 6563653 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns468 S3FIFO-0.0100-1.9000 cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.7500-1.9000 cache size       11, 6563653 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns468 S3FIFO-0.7500-1.9000 cache size       39, 6563653 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns468 S3FIFO-0.7500-1.9000 cache size       78, 6563653 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns468 S3FIFO-0.7500-1.9000 cache size      156, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.7500-1.9000 cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.4000-0.9000 cache size       11, 6563653 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns468 S3FIFO-0.4000-0.9000 cache size       39, 6563653 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns468 S3FIFO-0.4000-0.9000 cache size       78, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.4000-0.9000 cache size      156, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.4000-0.9000 cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.1500-0.9000 cache size       11, 6563653 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns468 S3FIFO-0.1500-0.9000 cache size       39, 6563653 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns468 S3FIFO-0.1500-0.9000 cache size       78, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.1500-0.9000 cache size      156, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 S3FIFO-0.1500-0.9000 cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 FIFO cache size       11, 6563653 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns468 FIFO cache size       39, 6563653 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns468 FIFO cache size       78, 6563653 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns468 FIFO cache size      156, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns468 FIFO cache size      312, 6563653 req, miss ratio 0.0001, byte miss ratio 0.0001
