cdn1_allcolo.ns2880 S3FIFO-0.7500-1.9000 cache size        6, 1204358 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns2880 S3FIFO-0.3500-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.3500-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.2500-1.9000 cache size        6, 1204358 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns2880 S3FIFO-0.2500-1.9000 cache size       22, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 S3FIFO-0.2500-1.9000 cache size       67, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.2500-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.2500-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.2500-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.2500-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9000-0.9000 cache size        6, 1204358 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns2880 S3FIFO-0.9000-0.9000 cache size       22, 1204358 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns2880 S3FIFO-0.9000-0.9000 cache size       67, 1204358 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns2880 S3FIFO-0.9000-0.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9000-0.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9000-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9000-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7500-0.9000 cache size        6, 1204358 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns2880 S3FIFO-0.7500-0.9000 cache size       22, 1204358 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns2880 S3FIFO-0.7500-0.9000 cache size       67, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.7500-0.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7500-0.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7500-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7500-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7000-0.9000 cache size        6, 1204358 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns2880 S3FIFO-0.7000-0.9000 cache size       22, 1204358 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns2880 S3FIFO-0.7000-0.9000 cache size       67, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.7000-0.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7000-0.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7000-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.7000-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-0.9000 cache size        6, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.1000-0.9000 cache size       22, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 S3FIFO-0.1000-0.9000 cache size       67, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-0.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-0.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5500-1.9000 cache size        6, 1204358 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns2880 S3FIFO-0.5500-1.9000 cache size       22, 1204358 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns2880 S3FIFO-0.5500-1.9000 cache size       67, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.5500-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5500-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5500-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5500-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-1.9000 cache size        6, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.1000-1.9000 cache size       22, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 S3FIFO-0.1000-1.9000 cache size       67, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1000-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.4000-1.9000 cache size        6, 1204358 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_allcolo.ns2880 S3FIFO-0.4000-1.9000 cache size       22, 1204358 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns2880 S3FIFO-0.4000-1.9000 cache size       67, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.4000-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.4000-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.4000-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.4000-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9900-1.9000 cache size        6, 1204358 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns2880 S3FIFO-0.9900-1.9000 cache size       22, 1204358 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns2880 S3FIFO-0.9900-1.9000 cache size       67, 1204358 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns2880 S3FIFO-0.9900-1.9000 cache size      225, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 S3FIFO-0.9900-1.9000 cache size      450, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.9900-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9900-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9500-0.9000 cache size        6, 1204358 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns2880 S3FIFO-0.9500-0.9000 cache size       22, 1204358 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns2880 S3FIFO-0.9500-0.9000 cache size       67, 1204358 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns2880 S3FIFO-0.9500-0.9000 cache size      225, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.9500-0.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9500-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9500-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.8500-1.9000 cache size        6, 1204358 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns2880 S3FIFO-0.8500-1.9000 cache size       22, 1204358 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns2880 S3FIFO-0.8500-1.9000 cache size       67, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 S3FIFO-0.8500-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.8500-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.8500-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.8500-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-0.9000 cache size        6, 1204358 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns2880 S3FIFO-0.6000-0.9000 cache size       22, 1204358 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns2880 S3FIFO-0.6000-0.9000 cache size       67, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.6000-0.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-0.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6500-0.9000 cache size        6, 1204358 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns2880 S3FIFO-0.6500-0.9000 cache size       22, 1204358 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns2880 S3FIFO-0.6500-0.9000 cache size       67, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.6500-0.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6500-0.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6500-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6500-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.3000-1.9000 cache size        6, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.3000-1.9000 cache size       22, 1204358 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns2880 S3FIFO-0.3000-1.9000 cache size       67, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.3000-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.3000-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.3000-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.3000-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9900-0.9000 cache size        6, 1204358 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns2880 S3FIFO-0.9900-0.9000 cache size       22, 1204358 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns2880 S3FIFO-0.9900-0.9000 cache size       67, 1204358 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns2880 S3FIFO-0.9900-0.9000 cache size      225, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 S3FIFO-0.9900-0.9000 cache size      450, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.9900-0.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.9900-0.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1500-1.9000 cache size        6, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.1500-1.9000 cache size       22, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 S3FIFO-0.1500-1.9000 cache size       67, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1500-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1500-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1500-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.1500-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-1.9000 cache size        6, 1204358 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns2880 S3FIFO-0.6000-1.9000 cache size       22, 1204358 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns2880 S3FIFO-0.6000-1.9000 cache size       67, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 S3FIFO-0.6000-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.6000-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.0050-1.9000 cache size        6, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.0050-1.9000 cache size       22, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.0050-1.9000 cache size       67, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.0050-1.9000 cache size      225, 1204358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2880 S3FIFO-0.0050-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.0050-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.0050-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5000-1.9000 cache size        6, 1204358 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns2880 S3FIFO-0.5000-1.9000 cache size       22, 1204358 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns2880 S3FIFO-0.5000-1.9000 cache size       67, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5000-1.9000 cache size      225, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5000-1.9000 cache size      450, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5000-1.9000 cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 S3FIFO-0.5000-1.9000 cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 FIFO cache size        6, 1204358 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns2880 FIFO cache size       22, 1204358 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns2880 FIFO cache size       67, 1204358 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns2880 FIFO cache size      225, 1204358 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns2880 FIFO cache size      450, 1204358 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2880 FIFO cache size      901, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns2880 FIFO cache size     1802, 1204358 req, miss ratio 0.0019, byte miss ratio 0.0019
