cdn1_colo28.ns314 S3FIFO-0.6000-0.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.3500-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size     1130, 7599619 req, miss ratio 0.1502, byte miss ratio 0.1502
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size     3392, 7599619 req, miss ratio 0.1494, byte miss ratio 0.1494
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size    11306, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size   113069, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9900-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size     1130, 7599619 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size     3392, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size    33920, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.0250-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.4500-0.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size     1130, 7599619 req, miss ratio 0.1495, byte miss ratio 0.1495
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size     3392, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9000-0.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.1500-0.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size     1130, 7599619 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size    33920, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.0500-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.4000-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.2000-0.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.3000-0.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size     1130, 7599619 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.7500-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size     1130, 7599619 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.6500-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size   226138, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.6000-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size     1130, 7599619 req, miss ratio 0.1494, byte miss ratio 0.1494
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.8500-0.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size     1130, 7599619 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.6500-0.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size     1130, 7599619 req, miss ratio 0.1495, byte miss ratio 0.1495
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size     3392, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size   113069, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9000-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size     1130, 7599619 req, miss ratio 0.1497, byte miss ratio 0.1497
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size     3392, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size    11306, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size   113069, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size   226138, 7599619 req, miss ratio 0.1489, byte miss ratio 0.1489
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size   452277, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.9500-1.9000 cache size   904555, 7599619 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns314 S3FIFO-0.5000-1.9000 cache size     1130, 7599619 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_colo28.ns314 S3FIFO-0.5000-1.9000 cache size     3392, 7599619 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns314 S3FIFO-0.5000-1.9000 cache size    11306, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns314 S3FIFO-0.5000-1.9000 cache size    33920, 7599619 req, miss ratio 0.1490, byte miss ratio 0.1490
