cdn1_colo28.ns641 S3FIFO-0.1000-0.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0050-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0050-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0050-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.2500-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.4500-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size     2391, 4786149 req, miss ratio 0.5062, byte miss ratio 0.5062
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size     7174, 4786149 req, miss ratio 0.5005, byte miss ratio 0.5005
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size    23913, 4786149 req, miss ratio 0.4999, byte miss ratio 0.4999
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0010-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.2000-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.9500-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.1000-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size     2391, 4786149 req, miss ratio 0.5062, byte miss ratio 0.5062
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size     7174, 4786149 req, miss ratio 0.5005, byte miss ratio 0.5005
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size    23913, 4786149 req, miss ratio 0.4999, byte miss ratio 0.4999
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0010-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.3500-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.9500-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.6500-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.9900-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.1500-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.7000-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.8000-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.0250-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.4000-0.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size   239137, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size   478274, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size   956548, 4786149 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns641 S3FIFO-0.6000-1.9000 cache size  1913097, 4786149 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns641 S3FIFO-0.0500-1.9000 cache size     2391, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0500-1.9000 cache size     7174, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0500-1.9000 cache size    23913, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns641 S3FIFO-0.0500-1.9000 cache size    71741, 4786149 req, miss ratio 0.4998, byte miss ratio 0.4998
