cdn1_colo28.ns900 S3FIFO-0.0100-1.9000 cache size     1148, 11159786 req, miss ratio 0.1041, byte miss ratio 0.1041
cdn1_colo28.ns900 S3FIFO-0.9000-1.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9000-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size     1148, 11159786 req, miss ratio 0.1039, byte miss ratio 0.1039
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size     3446, 11159786 req, miss ratio 0.1034, byte miss ratio 0.1034
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size    11487, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size   114870, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9900-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1035, byte miss ratio 0.1035
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9000-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.3000-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.1000-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.6500-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.1500-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size     1148, 11159786 req, miss ratio 0.1039, byte miss ratio 0.1039
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size     3446, 11159786 req, miss ratio 0.1034, byte miss ratio 0.1034
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size    11487, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size   114870, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.9900-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size     3446, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.3500-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8000-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.6000-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.1000-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size     3446, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.2500-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size    34461, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.0500-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.4000-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.2000-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size     1148, 11159786 req, miss ratio 0.1034, byte miss ratio 0.1034
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8500-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size     3446, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.4500-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size    34461, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.0500-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.7000-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size     3446, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.3500-0.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size     1148, 11159786 req, miss ratio 0.1203, byte miss ratio 0.1203
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size     3446, 11159786 req, miss ratio 0.1119, byte miss ratio 0.1119
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size    11487, 11159786 req, miss ratio 0.1039, byte miss ratio 0.1039
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.0010-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size     1148, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size     3446, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size   459480, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.4500-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size   114870, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size   229740, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size   459480, 11159786 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns900 S3FIFO-0.8000-1.9000 cache size   918960, 11159786 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns900 S3FIFO-0.6000-0.9000 cache size     1148, 11159786 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns900 S3FIFO-0.6000-0.9000 cache size     3446, 11159786 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns900 S3FIFO-0.6000-0.9000 cache size    11487, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_colo28.ns900 S3FIFO-0.6000-0.9000 cache size    34461, 11159786 req, miss ratio 0.1031, byte miss ratio 0.1031
