cdn1_allcolo.ns14811 S3FIFO-0.0100-1.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.2500-0.9000 cache size       22, 2267350 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns14811 S3FIFO-0.2500-0.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.2500-0.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.2500-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.2500-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.2500-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.2500-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size        7, 2267350 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size       22, 2267350 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size       73, 2267350 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.6500-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size       22, 2267350 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size       22, 2267350 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size       22, 2267350 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0500-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size        7, 2267350 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size       22, 2267350 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size       73, 2267350 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7000-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size       22, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0250-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size        7, 2267350 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size       22, 2267350 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size       73, 2267350 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size      221, 2267350 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8500-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size        7, 2267350 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size       22, 2267350 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1500-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size        7, 2267350 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size       22, 2267350 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size       73, 2267350 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size      221, 2267350 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.8000-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size       22, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size       73, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size      221, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size      738, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0010-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size        7, 2267350 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size       22, 2267350 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size       73, 2267350 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size      221, 2267350 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.7500-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size       22, 2267350 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.1000-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size        7, 2267350 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size       22, 2267350 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.4500-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size        7, 2267350 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size       22, 2267350 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size       73, 2267350 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size      221, 2267350 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size      738, 2267350 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.9900-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size        7, 2267350 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size       22, 2267350 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size       73, 2267350 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.5000-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size        7, 2267350 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size       22, 2267350 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size       73, 2267350 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size      221, 2267350 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.9000-0.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size        7, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size       22, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size       73, 2267350 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size      221, 2267350 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size      738, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size     1477, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size     2954, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns14811 S3FIFO-0.0050-1.9000 cache size     5908, 2267350 req, miss ratio 0.0033, byte miss ratio 0.0033
