cdn1_allcolo.ns433 S3FIFO-0.9000-1.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.0250-1.9000 cache size    10792, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.0250-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0250-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0250-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.0250-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0250-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0250-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5000-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4500-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.8500-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5000-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size     3597, 20061015 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0500-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.8000-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6000-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size     3597, 20061015 req, miss ratio 0.1810, byte miss ratio 0.1810
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size    10792, 20061015 req, miss ratio 0.1805, byte miss ratio 0.1805
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size    35973, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0010-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.5500-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.7000-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.1500-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size     3597, 20061015 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size    10792, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0250-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4000-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6500-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.4000-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.3500-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.2500-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.1500-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size     3597, 20061015 req, miss ratio 0.1805, byte miss ratio 0.1805
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size    10792, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size    35973, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0050-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size     3597, 20061015 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.3000-0.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size     3597, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size    10792, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size    35973, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.6000-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size     3597, 20061015 req, miss ratio 0.1810, byte miss ratio 0.1810
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size    10792, 20061015 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size    35973, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size   107920, 20061015 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size   359735, 20061015 req, miss ratio 0.1795, byte miss ratio 0.1795
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size   719471, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 S3FIFO-0.0010-1.9000 cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 FIFO cache size     3597, 20061015 req, miss ratio 0.1812, byte miss ratio 0.1812
cdn1_allcolo.ns433 FIFO cache size    10792, 20061015 req, miss ratio 0.1806, byte miss ratio 0.1806
cdn1_allcolo.ns433 FIFO cache size    35973, 20061015 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns433 FIFO cache size   107920, 20061015 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns433 FIFO cache size   359735, 20061015 req, miss ratio 0.1794, byte miss ratio 0.1794
cdn1_allcolo.ns433 FIFO cache size   719471, 20061015 req, miss ratio 0.1794, byte miss ratio 0.1794
cdn1_allcolo.ns433 FIFO cache size  1438943, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns433 FIFO cache size  2877887, 20061015 req, miss ratio 0.1793, byte miss ratio 0.1793
